Date,Close_x,High,Low,Open,Volume,DPRIME,Inflation(%),Close_fpt,Bitcoin_Price(USD)
1/2/2015,0.483143538236618,0.4867437387910753,0.4754631485359403,0.483143538236618,113680000,3.25,1.8,0.4626164167324388,288.99
1/3/2015,0.4804234007994333,0.4860236968412547,0.4745831104334951,0.4831435364031538,141770667,3.25,1.8,0.4655761641673244,288.99
1/4/2015,0.4777032633622487,0.4853036548914342,0.4737030723310499,0.4831435345696896,169861333,3.25,1.8,0.46853591160221,288.99
1/5/2015,0.4749831259250641,0.4845836129416137,0.4728230342286048,0.4831435327362255,197952000,3.25,1.94,0.4714956590370955,288.99
1/6/2015,0.4605823755264282,0.476183118307583,0.4601023583939472,0.475703101175102,197764000,3.25,1.8,0.4744554064719811,288.99
1/7/2015,0.4593823254108429,0.4680227483740407,0.4579422453797701,0.4639425311565409,321808000,3.25,1.89,0.4774151539068666,288.99
1/8/2015,0.4766631722450256,0.4795433324855375,0.464422577057714,0.464662599948297,283780000,3.25,1.89,0.4724822415153907,288.99
1/9/2015,0.4785833656787872,0.4821835667026816,0.4718630381202294,0.4783433713516122,209540000,3.25,1.57,0.4764285714285715,283.192
1/10/2015,0.4765832324822743,0.481463488496968,0.4706629435795623,0.4788233506356558,203270667,3.25,1.46,0.4774138384635623,277.394
1/11/2015,0.4745830992857615,0.4807434102912544,0.4694628490388952,0.4793033299196993,197001333,3.25,1.46,0.478399105498553,271.596
1/12/2015,0.4725829660892486,0.4800233320855408,0.4682627544982281,0.4797833092037429,190732000,3.25,1.57,0.4793843725335438,265.798
1/13/2015,0.4718630313873291,0.4857837035717908,0.4685028819618088,0.4761832439427312,236720000,3.25,1.57,0.480370955011839,260
1/14/2015,0.4737829566001892,0.4752230364650757,0.465622580330142,0.4668226373470087,155260000,3.25,1.57,0.4793843725335438,120
1/15/2015,0.4704228341579437,0.480023290818598,0.4701828112967803,0.4771431595427253,188932000,3.25,1.57,0.480370955011839,204.22
1/16/2015,0.4790633618831634,0.4795433790993682,0.4682628171546236,0.469702897414862,181512000,3.25,1.57,0.4784017363851618,199.46
1/17/2015,0.4794233813881873,0.4809234387599653,0.469822894012965,0.4728830502509282,171211000,3.25,1.57,0.4767574322546699,184
1/18/2015,0.4797834008932113,0.4823034984205625,0.4713829708713064,0.4760632030869944,160910000,3.25,1.57,0.4751131281241778,204.755
1/19/2015,0.4801434203982353,0.4836835580811597,0.4729430477296479,0.4792433559230606,150609000,3.25,1.57,0.4734688239936859,225.51
1/20/2015,0.4805034399032593,0.4850636177417568,0.4745031245879893,0.4824235087591269,140308000,3.25,1.57,0.4734688239936859,218
1/21/2015,0.4872237145900726,0.4884238004844639,0.4745031016703994,0.4778632792291254,144780000,3.25,1.57,0.4774151539068666,225.51
1/22/2015,0.4956242144107818,0.497064294798812,0.4831435940121911,0.4881838181470436,159712000,3.25,1.57,0.4754419889502763,226.32
1/23/2015,0.4970641136169433,0.4980241477846094,0.4920238340960399,0.496104022226045,120416000,3.25,1.57,0.4774151539068666,235
1/24/2015,0.4963441689809163,0.4977842302317713,0.4919439307120709,0.4957041080536508,124690667,3.25,1.57,0.4774151539068666,240
1/25/2015,0.4956242243448893,0.4975443126789333,0.4918640273281019,0.4953041938812565,128965333,3.25,1.57,0.4774151539068666,254.53
1/26/2015,0.4949042797088623,0.4973043951260952,0.4917841239441329,0.4949042797088623,133240000,3.25,1.57,0.4774151539068666,274.48
1/27/2015,0.4711429178714752,0.4877037243156061,0.4701828549493053,0.487223678548711,357948000,3.25,1.57,0.4734688239936859,263.65
1/28/2015,0.4634625613689422,0.4788233116938635,0.4632225384687004,0.4769032143267956,272728000,3.25,1.57,0.4724822415153907,236.09
1/29/2015,0.4747431576251983,0.4773832666641315,0.4615424979840347,0.4637026184103885,235340000,3.25,1.57,0.4724822415153907,235.03
1/30/2015,0.4608223438262939,0.4769031314456328,0.460102332473944,0.4713828632040401,298200000,3.25,1.57,0.46853591160221,229.07
1/31/2015,0.4641825556755065,0.4755431132806662,0.4582622859454828,0.4688227871092423,285334667,3.25,1.57,0.4682070507761116,218.45
2/1/2015,0.4675427675247192,0.4741830951156996,0.4564222394170216,0.4662627110144445,272469333,3.25,1.71,0.4678781899500132,228.99
2/2/2015,0.4709029793739319,0.472823076950733,0.4545821928885604,0.4637026349196467,259604000,3.25,1.65,0.4675493291239148,237.83
2/3/2015,0.4826634228229522,0.4831434685687409,0.4718629085518529,0.4742630228343194,183468000,3.25,1.83,0.463602999210734,228.58
2/4/2015,0.4838635325431824,0.4893838013886165,0.4797833151715872,0.4812234238686672,181516000,3.25,1.81,0.4626164167324388,227.11
2/5/2015,0.4917839169502258,0.4920239112239549,0.483863533684753,0.4843435222322112,140448000,3.25,1.81,0.4655761641673244,216.76
2/6/2015,0.4896236062049866,0.4970639980264341,0.4874634869126419,0.491303679913515,210524000,3.25,1.83,0.4665627466456196,223.2
2/7/2015,0.4894637167453766,0.4949039857086837,0.4861835471102869,0.4897837275368225,231664000,3.25,1.91,0.4662338858195212,229
2/8/2015,0.4893038272857666,0.4927439733909333,0.4849036073079319,0.48826377516013,252804000,3.25,1.91,0.4659050249934228,223.99
2/9/2015,0.4891439378261566,0.4905839610731829,0.483623667505577,0.4867438227834375,273944000,3.25,1.56,0.4655761641673244,221.1
2/10/2015,0.5028245449066162,0.503064539223416,0.4874637641664042,0.4896238846873562,226204000,3.25,1.48,0.4645895816890292,220.87
2/11/2015,0.4994642734527588,0.504024450473187,0.4961040677229202,0.504024450473187,320832000,3.25,1.55,0.46853591160221,219.81
2/12/2015,0.5352259874343872,0.5400262158866317,0.524905490539738,0.5280256447560205,676904000,3.25,1.56,0.4714956590370955,223.21
2/13/2015,0.5354660749435425,0.5361861150591006,0.5258656163670962,0.5340259947124262,310084000,3.25,1.56,0.4734688239936859,236.49
2/14/2015,0.5358860790729523,0.5370861506295364,0.5271856708029582,0.5341459917355098,283398000,3.25,1.56,0.474006601133673,256.66
2/15/2015,0.5363060832023621,0.5379861861999721,0.5285057252388202,0.5342659887585933,256712000,3.25,1.56,0.4745443782736601,235.54
2/16/2015,0.5367260873317719,0.5388862217704078,0.5298257796746823,0.5343859857816768,230026000,3.25,1.56,0.4750821554136472,234.68
2/17/2015,0.5371460914611816,0.5397862573408435,0.5311458341105443,0.5345059828047605,203340000,3.25,1.56,0.4756199325536342,244.82
2/18/2015,0.5309058427810669,0.5373862038556134,0.5299458083629572,0.5364261122142565,170948000,3.25,1.56,0.4761577096936213,237.49
2/19/2015,0.5323458909988403,0.5385862001760646,0.5299457764863112,0.5376261658157018,169432000,3.25,1.56,0.4766954868336084,240.9
2/20/2015,0.5361863374710083,0.5364263318679959,0.5280259557407243,0.5318661522088788,157752000,3.25,1.56,0.4772332639735955,245.34
2/21/2015,0.534746249516805,0.5362663092021839,0.5284259394066905,0.5332261894294391,146837333,3.25,1.56,0.4777710411135825,245.99
2/22/2015,0.5333061615626017,0.5361062865363719,0.5288259230726567,0.5345862266499996,135922667,3.25,1.56,0.4783088182535696,236.83
2/23/2015,0.5318660736083984,0.5359462638705599,0.5292259067386229,0.5359462638705599,125008000,3.25,1.56,0.4788465953935567,239.49
2/24/2015,0.537527859210968,0.537527859210968,0.5290951413703148,0.5339138536917115,149356000,3.25,1.56,0.4793843725335438,239.87
2/25/2015,0.533432126045227,0.5377690029548142,0.5310227691322119,0.5353595885981992,123820000,3.25,1.56,0.4784017363851618,238.19
2/26/2015,0.5348775386810303,0.5380097071650073,0.530540663498488,0.5339138077883243,152864000,3.25,1.56,0.4833307024467245,237.11
2/27/2015,0.5315043926239014,0.5346365607589473,0.5295768736096428,0.5334318541945894,157492000,3.25,1.56,0.4813575374901342,254.42
